1630905988128_A.csv, 60,68.014694,0.100000
1630905988810_A.csv, 60,58.343784,0.000000
1630921847315_A.csv, 55,53.571434,0.000000
1630921847983_A.csv, 55,57.065220,0.000000
1630932468597_A.csv, 52,52.264797,0.000000
1630932469081_A.csv, 52,52.190712,0.100000
1630990428420_A.csv, 65,57.251896,0.000000
1630990429327_A.csv, 65,58.203987,0.000000
1631007551895_A.csv, 50,59.168438,0.000000
1631007552286_A.csv, 50,51.660511,0.000000
1631008803887_A.csv, 70,76.216240,0.100000
1631008805725_A.csv, 70,72.352951,0.100000
1631008807666_A.csv, 70,73.514091,0.000000
1631008809415_A.csv, 70,72.438164,0.100000
1631008811266_A.csv, 70,70.995155,0.000000
1631077910982_A.csv, 57,57.692291,0.000000
1631077912338_A.csv, 57,56.695457,0.000000
1631081115766_A.csv, 93,93.841652,0.000000
1631081131701_A.csv, 93,90.340904,0.100000
1631094910477_A.csv, 60,60.922073,0.000000
1631094911421_A.csv, 60,65.495209,0.000000
1631096039434_A.csv, 94,87.171051,0.100000
1631103937090_A.csv, 94,90.155464,0.000000
1631103960505_A.csv, 94,93.936378,0.000000
1631104070941_A.csv, 51,53.030300,0.100000
ABUD02_1631429128000_A.csv, 70,66.568054,0.000000
ABUD02_1631440710000_A.csv, 66,60.693649,0.200000
ABUD02_1631516675000_A.csv, 77,81.002907,0.000000
ABUD02_1631527986000_A.csv, 82,80.384232,0.000000
ABUD02_1631536556000_A.csv, 77,93.093117,0.000000
ABUD02_1631596740000_A.csv, 83,87.318062,0.000000
ABUD02_1631612968000_A.csv, 84,82.613388,0.000000
ABUD02_1631684571000_A.csv, 66,79.899521,0.000000
ABUD02_1631698553000_A.csv, 80,84.302330,0.500000
ABUD02_1632033284000_A.csv, 98,123.966919,0.300000
ABUD02_1632044213000_A.csv, 104,126.576088,0.000000
ABUD02_1632054410000_A.csv, 102,96.428589,0.100000
ABUD02_1632114146000_A.csv, 94,98.601395,0.300000
ABUD02_1632131432000_A.csv, 95,134.146317,0.300000
ABUD02_1632141900000.csv, 99,103.143410,0.000000
ABUD02_1632203981000.csv, 98,104.105568,0.000000
ABUD02_1632891135000_A.csv, 68,84.466019,0.000000
ABUD02_1632891146000_A.csv, 68,75.240135,0.000000
ABUD02_1632891147000_A.csv, 68,68.181824,0.100000
ABUD02_1632891150000_A.csv, 68,75.757576,0.000000
ABUD02_1632891155000_A.csv, 68,68.329712,0.000000
ABUD02_1632894669000_A.csv, 68,71.884987,0.000000
ABUD02_1632899476000_A.csv, 74,67.187515,0.000000
ABUD02_1632910157000_A.csv, 71,77.002068,0.000000
ABUD02_1632911679000_A.csv, 74,80.677292,0.000000
ABUD02_1632918232000_A.csv, 70,60.200668,0.100000
ABUD02_1632975005000_A.csv, 72,77.559471,0.000000
ABUD02_1632980899000_A.csv, 72,84.057976,0.000000
ABUD02_1632996307000_A.csv, 84,73.096458,0.000000
ABUD02_1633004785000_A.csv, 81,74.037514,0.000000
ABUD02_1633241270000_A.csv, 68,69.131828,0.000000
ABUD02_1633264039000_A.csv, 87,78.140961,0.000000
ABUD02_1633323568000_A.csv, 72,81.419632,0.000000
ABUD02_1633341089000_A.csv, 70,77.253227,0.000000
ABUD02_1633350496000_A.csv, 66,69.346725,0.000000
ABUD02_1633426809000_A.csv, 65,72.861671,0.000000
ABUD02_1633436668000_A.csv, 70,71.356277,0.000000
ABUD02_1633498214000_A.csv, 69,70.359299,0.000000
ABUD02_1633521177000_A.csv, 67,71.284142,0.000000
ABUD02_1633584501000_A.csv, 63,63.263054,0.000000
ABUD02_1633598883000_A.csv, 64,61.774021,0.000000
ABUD02_1633859282000_A.csv, 115,112.536972,0.000000
ABUD02_1633868784000_A.csv, 109,105.133255,0.000000
ABUD02_1633930723000_A.csv, 108,89.999985,0.100000
ABUD02_1633945121000_A.csv, 89,86.826324,0.000000
ABUD02_1633955847000_A.csv, 86,89.905350,0.000000
ABUD02_1634016304000_A.csv, 79,74.921974,0.000000
ABUD02_1634033871000_A.csv, 86,81.371552,0.000000
ABUD02_1634041909000_A.csv, 79,81.441292,0.000000
ABUD02_1634450902000_A.csv, 83,81.407036,0.000000
ABUD02_1634463476000_A.csv, 88,88.636360,0.100000
ABUD02_1634474360000_A.csv, 85,87.972153,0.000000
ABUD02_1634534666000_A.csv, 62,86.510269,0.000000
ABUD02_1634560848000_A.csv, 63,87.463554,0.000000
ABUD02_1634618639000.csv, 91,84.905663,0.000000
ABUD02_1634635928000.csv, 87,82.627113,0.000000
ABUD02_1634646728000.csv, 80,78.542122,0.000000
ABUD02_1635243225000_A.csv, 70,65.010582,0.000000
ABUD02_1635243228000_A.csv, 70,73.717957,0.000000
ABUD02_1635251584000_A.csv, 65,68.181824,0.000000
ABUD02_1635917084000.csv, 61,64.712395,0.000000
ABUD02_1636003434000.csv, 70,63.517937,0.000000
ABUD02_1636020153000.csv, 74,83.162201,0.000000
ABUD02_1636421906000.csv, 80,82.737488,0.000000
ABUD02_1636445449000.csv, 89,86.999992,0.000000
ABUD02_1636506931000.csv, 81,73.170746,0.000000
ABUD02_1636531177000.csv, 102,89.610397,0.200000
ABUD02_1636857031000.csv, 65,68.983971,0.000000
ABUD02_1636866296000.csv, 60,63.940094,0.100000
ABUD02_1636938492000.csv, 62,66.129044,0.000000
ABUD02_1636953872000.csv, 65,65.217422,0.000000
ABUD02_1637631736000.csv, 71,90.690979,0.000000
ABUD02_1637655219000.csv, 61,79.567802,0.000000
ABUD02_1637716791000.csv, 85,70.121964,0.000000
ABUD02_1637733776000.csv, 70,72.115387,0.000000
ABUD02_1637742299000.csv, 72,73.922005,0.000000
ABUD02_1638062204000.csv, 63,61.983486,0.000000
ABUD02_1638076652000.csv, 64,62.835682,0.000000
ABUD02_1638685305000.csv, 58,59.623428,0.000000
ABUD02_1638692609000.csv, 61,69.732964,0.000000
ABUD02_1638756877000.csv, 80,80.745346,0.000000
ABUD02_1638779262000.csv, 79,77.479347,0.000000
ABUD02_1638839104000.csv, 80,80.578522,0.000000
ABUD02_1638865274000.csv, 86,86.455315,0.000000
ABUD02_1642484902000.csv, 77,82.066895,0.000000
ABUD02_1643249845000.csv, 82,80.164467,0.000000
ABUD02_1644475015000.csv, 88,91.040459,0.000000
ABUD02_1644816577000.csv, 79,81.764130,0.000000
ABUD02_1644827338000.csv, 79,84.762871,0.000000
ABUD02_1644902455000.csv, 82,65.502182,0.000000
ABUD02_1644913476000.csv, 80,79.617844,0.000000
ABUD02_1645421670000.csv, 59,82.653061,0.000000
ABUD02_1645432211000.csv, 59,82.840248,0.000000
ABUD02_1645583771000.csv, 80,95.802948,0.000000
ABUD02_1645596108000.csv, 99,96.774193,0.000000
ABUD02_1645605805000.csv, 88,96.209930,0.000000
ABUD02_1645663580000.csv, 81,96.096107,0.000000
ABUD02_1645679669000.csv, 88,94.861687,0.000000
ABUD02_1645690172000.csv, 85,96.036606,0.000000
ABUD02_1649213080000.csv, 111,97.058823,0.000000
ABUD02_1649383305000.csv, 94,100.990112,0.000000
ABUD02_1649827043000.csv, 83,74.577858,0.000000
ABUD02_1649834339000.csv, 86,88.677361,0.000000
ABUD02_1649916435000.csv, 92,78.171097,0.000000
ABUD02_1649986752000.csv, 84,85.714264,0.000000
ABUD02_1650337954000.csv, 66,70.138161,0.000000
ABUD02_1650345339000.csv, 67,70.077873,0.000000
ABUD02_1650420889000.csv, 74,72.327042,0.000000
ABUD02_1650435605000.csv, 71,71.266968,0.000000
ABUD02_1650507335000.csv, 59,65.705147,0.000000
ABUD02_1650524590000.csv, 69,71.146255,0.000000
ABUD02_1650864690000.csv, 75,71.068565,0.000000
